,singer,song
297352,Kraantje Pappie feat. Abbeye,Wie Zijn Wij? / De Mannen Van Het Moment
847853,Zagar,Bossa Astoria
912228,Gary Moore,Parisienne Walkways (Live)
372422,Luar Na Lubre,Tu gitana (con Pablo Milanes)
267890,Pete Philly & Perquisite,Mystery Repeats (Radio Version)
716655,Yes,City Of Love (LP Version)
592314,Chris Connelly and the Bells,Twilight Shiner
657243,Igor Stravinsky,Le Sacre du printemps (The Rite of Spring)/Rondes printanières
785983,The Lords,The Ballad Of The Condemned Man (1999 Digital Remaster)
886387,Horace Andy,Skylarking Dub
595910,Raiders of the lost ARP,Polydemo
830889,Dyecrest,Dream Of Crown
778167,Calliope,L'Homme Arme 1989
793200,Scared Weird Little Guys,Shopping and Parking
851697,Omnia,Baby
977380,Catch 22,Alone In A Crowd (Album Version)
341843,Jawbreaker,West Bay Invitational
646086,Intocable,Aprendí A Vivir
517318,Fact,The Calling
154716,C.V. Jørgensen,Costa del Sol (En inciterende flamenco) (2003 Digital Remaster)
739337,The Meters,Hey! Last Minute
240345,Milton,Into The Blue
751507,Damian Marley / Capleton / Drag-On / Stephen Marley,It Was Written
164634,Julian Marley / Stephen Marley,A Little Too Late
250179,Lillebjørn Nilsen,Om Mi Sorg Så Vil Eg Kveda
93066,The Bonzo Dog Doo Dah Band,The Equestrian Statue (2007 Digital Remaster)
403077,Al Kapone,The N-I-Double-G-A
968710,The Firesign Theatre,Unconscious Village: Last Days Sale
8833,Moi Caprice,So Much For Pathos
320720,Charlie Mars,Banding on Your Door
105197,Alexandre Pires,Dessa Vez
558118,Kudai,Vuelo
85372,The Pasadenas,Moving In The Right Direction
225675,Fannypack,Keep It Up
927134,Sugarfree,Wag Ka Nang Umiyak
178294,Siempre asi,Mi Portero Amador
831779,Redstar,Stronger Than Time
600325,Big Punisher,Beware
240330,Grinning Ape,The George (Ape Chew 3)
545502,Theuns Jordaan,Onthou Jy Nog
342264,David Sanborn,Spooky (LP Version)
97461,Lenny Dee,Pro Addict
157393,Planet P Project,A Boy Who Can't Talk
616561,Chic,26 (LP Version)
397848,Crash Romeo,On Deaf Ears We Ride Tonight
363785,Gregg Allman,Whippin' Post
253604,Frank Boeijen Groep,Dronkemansgedicht
607941,Gerald Albright,Big Shoes
601610,Billie Holiday_ Lester Young,You're A Lucky Guy
349989,Nalin & Kane vs. Denis The Menace,Cruising
632145,Zélia Duncan,Catedral (Cathedral Song)
951089,Lamb Of God,Everything To Nothing (Album Version)
939735,Sonique,It Feels So Good
183998,Call the Cops,Room 410
825783,Niño De Marchena,Pinceladas Andaluzas
420102,Dropkick Murphys,Kiss Me I'm #!@'faced (Album Version)
167361,Dan Fogelberg,Nexus
295362,Cake,End of the Movie
151979,Sir Charles Jones,Me and Mrs Jones
852162,Lotte Lenya & Cast,Faulheit (Sloth)
891342,Amanda Miguel,Volvamos a Empezar
325164,Chick Corea / John McLaughlin,Raju
141311,Ali Akbar Khan,Raga Chandranandan
755362,Count Basie Big Band,Lonesome Blues
968795,Chloé,One Ring Circus
362796,Marmaduke Duke,Rubber Lover
222874,Paul Burch,Living Up To The Man You See In Me
805364,Georgie Fame_ Alan Skidmore_ Guy Barker_ Anthony Kerr_ Tristan Powell_ Alec Dankworth_ James Powell,Second Honeymoon
585725,Nick Ingman;Gavyn Wright,The Prologue
768802,Gary Moore,Need Your Love So Bad (2002 Digital Remaster)
188962,James Blundell,Four Feet Tall
499961,Platters,Helpless
932326,The Beautiful Mistake,Of Human Bondage
461913,Chico,Have U Own Things
242057,Evergrey,Still walk alone
833243,Career Suicide,Bend At The Crease
303242,Jack Bruce,Escape To The Royal Wood (On Ice)
693140,Vader,The Final Massacre
588715,Damnation A.d.,Addiction
108928,Tout Simplement Noir,A propos de tass(2°partie)
927203,Céline Dion & Josh Groban,The Prayer
372947,Phil Perry / Lee Ritenour / Phil Perry,Malibu
306011,Macaco,Se Acabó El Baile
94556,Bad Astronaut,Violet
139749,Lenny Kravitz,Supersoulfighter
593083,Yahel,Butterfly
947820,Stem Tips,Si em dius
399459,Síntesis,Oya
737380,Ania Szarmach,Silna
583037,The Police,Can't Stand Losing You
121518,Res,The Hustler
628757,The Breeders,Buffy Theme
237602,Ska Cubano,Marianao
872075,The Revels,One April Morning
392615,Relatives Menschsein,Leben
332590,Unwritten Law,Babalon
306197,Gunnar Danielsson,Dansbanekväll
355163,Tanto Metro & Devonte,Coolest Black Brother
394637,Johnny Clegg & Juluka,Ibhola Lethu - The Mainstay Cup Song
668682,Sandy Marton,La Paloma Bianca
282941,Kinnie Starr,Bore Me
704960,Ketama,El Lago
129685,Baby Calendar,Traffic In The Tropics
577674,Wax,So I Said
84965,John Mayall's Bluesbreakers,The Last Time - Live
505743,Dub Trees,A Way Of Being Free (are you sitting comfortably very smooth_ very peaceful mix)
246899,The Kooks,Time Awaits (Live @ Abbey Road) (Acoustic)
799252,Sam Roberts,Don't Walk Away Eileen
614572,Hopesfall,Breathe From Coma
652776,Dekay,He'll Be There
727931,Akimbo,When I Am King I Will Spit On the corpse of Ray Manzarek
709093,The Unicorns,The Clap
416959,The Rockwells,Harsh Words
939405,Audioslave,Show Me How To Live
665097,Rival Schools,Good Things
889841,Alex Megane,Hurricane 2009
740262,Tiromancino,Alone Alieno
840541,Nico Wayne Toussaint,Introduction
156937,Gal Costa / Antonio Carlos Jobim,Aguas De Marco
988668,The Watersons,The Whitby Lad
586365,GRANDADDY,A Valley Son (Sparing)
432587,Jumping Jacks,Embraceable You
541996,The Mormon Tabernacle Choir,Kathleen Mavourneen
833051,Szymanski,Sounds of a Sunset
120153,Delinquent Habits,U don't Know Me
336994,The Ruts,Something That I Said
829015,Four Fifty One,Orange Shell Breakdown
571377,Sivuca,Forro Chorado
428174,Debauchery,Lords Of Battle
948577,Infinito: 2017,A Free Mans Soul (Produced By Illmind)
694976,Kevin Blechdom,Face The Music
460050,Destiny's Child,No_ No_ No
392965,Todd Edwards,Saved My Life (Radio Edit)
334239,Danny Freakazoid,Left & Right (Original Mix)
679004,Sonny Clark,I Can't Give You Anything But Love
688855,Delaney & Bonnie,We Can Love
259645,The Backyardigans,We're Going To Mars
873883,Fidel Nadal,Una Sangre
94175,Spencer Wiggins,Who's Been Warming My Oven
644252,Eugene Ormandy;The Philadelphia Orchestra,Symphony No. 1 in F minor_ Op. 10/IV. Allegro molto
67826,Ray Charles / The Count Basie Orchestra,Oh_ What A Beautiful Morning
194538,A Skylit Drive,Knights Of The Round
817511,Freddie McGregor,Gatepass To Your Heart
964410,Blake Lewis,Silence Is Golden... (Intro)
982978,Eric Dolphy,Status Seeking
849625,Glovebox,Warmin' Up
179555,Envelopes,Life On The Beach
30663,Noize Suppressor,Kore (Feat. MC Rage)
559406,Vladimir Horowitz (1903-1989),Etude F-dur op.10 Nr.8 (Welte-Mignon 1926 / 1986/87)
681275,Sara Groves,Like A Lake
516219,Vincent Kwok,Return to Flight (Original Mix)
571026,The Dears,Bandwagoneers
848764,John Parr,Treat Me Like An Animal (LP Version)
257262,Leonardo Favio,Mi Amante Niña Compañera
388054,Matthew Good Band,Radio Bomb
472026,Purity,The Voice of Reason
246681,D:Fuse,Zurich 6AM
575983,Mastodon,Crack The Skye (Album Version)
879064,Magnapop,Open The Door
869253,Ricchi E Poveri,Mamma Maria
388599,State Radio,Indian Moon (Live)
578572,Henryk Gorecki,Misere_ Opus 44
156739,The Flesh Eaters,Rhymes
543911,Collection d'Arnell Andréa,Le parc enneigé
835134,Acid Mothers Temple,Eleking the Clay
4809,Alfredo Zitarrosa,Chamarrita De Una Bailanta
598452,Bembeya Jazz National,Temtemba
151030,Al Gromer Khan,The King's Chamber
513277,Leda Battisti,Ancora Una Parola (New York: Breakfast At Leolindy's)
901334,Tammi Terrell,Tears At The End Of A Love Affair
72105,Atta,Yeki Bood Yeki Nabood
568962,Alvin Stardust,You're All I Need
536197,Iva Zanicchi,Exodus
389868,Tullycraft,We Know You're Cute_ You Told Us
105029,Vashti Bunyan,Girl's Song In Winter
782101,Wall Of Voodoo,Red Light (live) (Album Version)
934928,Neues Bachisches Collegium Musicum Leipzig,BACH - Sinfonie (BWV 1045)
391838,L.C. McKinley,All Alone Blues
626568,Schoolly D,Make Your Money
790942,OQTO,Breezed (Original)
927430,Moloko,Circus
86345,Lonesome River Band,The Crime I Didn'T Do
970348,Alejandro Fernandez,Todo Terminó
448557,Havana Black,SUNFLOWER
88464,Kosmo Koslowski,Die Kueste Vor Tadschikistan
627333,Black Diamond Heavies,Loose Yourself
843060,Michael Prophet,Reggae Music All Night - Original
618797,Frida Hyvönen,Straight Thin Line
726004,Method Of Defiance,Pattern Engine
687410,John Frizzell,Work To Do
584359,Hitechjet,3am On The Internet
239108,Michael J Sheehy,Swing Low
245159,Roger Williams,Serenade (Student Prince)
355620,The Stanley Brothers,Hard Times
716696,Ara Ketu,Recomeçar
667112,Anti-Flag,No Difference
801801,Poor Rich Ones,Meeting
787631,The Clutters,The Untitled One
726183,Estatic Fear,Chapter VI
301954,Herb Alpert And The Tijuana Brass,Slick
333819,Monica Naranjo,Europa
485968,U.P.O.,Shut Up
577751,Scare Dem Crew,Girls Segment
216669,Sammy Davis Jr.,Sit Down_ You're Rockin' The Boat (Album Version)
410551,Ruxpin,Ambrosia
242674,Buck Owens,House down the block
515853,Nic Chagall,What You Need
473775,House Of Pain,Where I'm From
205804,The Babys,Union Jack
49426,Peter and the Test Tube Babies,Jetsetter
243679,Jet Set Satellite,Together
899908,The Rainbow Band,Lotus (LP Version)
134430,V.I.P.,Einen Stern_ der über Deutschland steht
360229,Halo Of Flies,One Barrel Spent
833469,Stefanie Bennett,Don't Let Me Go (Radio Mix)
417155,Lefty Frizzell,Run 'em Off
423861,Suzy Bogguss,Burning the Toast
200767,Dan Moretti,Misha - Original
719702,Lick ft. Kentucky Martha,I'm The Girl Of Your Dreams
695057,Olli Banjo,Blut auf Beton
141903,Albert Hammond Jr,Rocket
107685,Bobby Vee,Run To Him
836705,Telex,How Do You Dance? (Telex remix)
284570,Billy J Kramer & The Dakotas,Tell Me Girl
924121,Hoodie McVandal,Soul Controller
491608,Sally Shapiro,Save Your Love
678741,Erectus Monotone,Eat To The Beat
747572,Youthful Praise featuring J.J. Hairston,Freedom
594911,Sandy Lam,Qing Xie
457639,Jem,Maybe I'm Amazed (Album Version)
942443,Les Fragments de la Nuit,La Ronde des Fées
928471,Entity,S.E.X.
229585,Sage Francis,Clickety Clack
510659,Unter Null,The Coldness of Caring
613304,Bézu,Vive les mariés
223692,Phil Perry,If You Don't Know Me By Now
788280,Helen Merrill,Something I Dreamed Last Night
738805,Tomcraft,Loneliness
354505,Monsters Of Folk,Baby Boomer
353091,Ragheb Alama,Argouk Abaad
407101,Ednita Nazario,Eres Libre
485129,Border Crossing,Internal Affairs
335957,Lisa Hannigan,I Don't Know
558325,Craving Lucy,Collide
948766,Port O'Brien,Dinner Song
781163,Wilkins,Aventura
311228,Jaime Roos,Esquela
253327,Townes Van Zandt,Many A Fine Lady
460856,Seperated at Birth,Layne
945516,Wendy & Lisa,Don't Try To Tell Me
855142,God Forbid,The End Of The World
484691,Bracken,We Cute the Tapes and Scatter (Steinbeck Ultramagnetic Remix by Buddy Peace)
307924,Little Freddie King,I Use to Be Down (Live)
975288,Smalltown Poets,A New Beginning
244861,Weezer,Turn Me Round
234874,Little Boots,New In Town [The Death Set Remix] (Remix)
174980,DARK NEBULA,Time to Burn
291098,The Real McKenzies,Raise The Banner
127721,The Original Five Blind Boys Of Alabama,Heaven On My Mind
25366,Mr. Shadow,Spin Off Records Mix
403241,Cultural Roots,Where Have You Been
806262,Hoxton Whores,Friday Saturday Love
122098,Freedom For King Kong,L'effet néant
902139,Thousand Foot Krutch,Upcomesdown
784148,The Wave Pictures,I Shall Be A Ditchdigger
773763,Dana Gillespie,All Gone
147974,Alvino Rey And His Orchestra,William Tell Overture
67130,Chick Webb,Rhythm And Romance
57926,Earth Crisis,Eden's Demise (Single Version)
792351,Goldfinger,Counting The Days
951457,The Clash,Heart And Mind
74246,Sucioperro,Hate Filters
816476,Joe Jackson,Jamie G.
449243,Michael Fredo,Everybody Wants Her (Album Version)
712953,Carleen Anderson,Welcome To Changes
182796,Rack-Lo,Mirackulus
565903,Fiftyfifty,Keresni fogsz
660145,Pulp,Ladies' Man
934135,Organized Konfusion,Why
464541,Cameo,Keep It Hot
972486,Coca Carola,Presentation
784276,Alan Jackson,Don't Change On Me
463877,The Varukers,Will They Never Learn
562116,Henry Kaiser,Maran II
723005,Jim Ed Brown,Morning
948144,Renaissance,Day Of The Dreamer (LP Version)
11688,Polyrhythm Addicts,It's My Life
882200,William Orbit,Pavane Pour Une Infante Defunte (Album Version)
254891,Claude François,J'Ai Perdu Ma Chance
182451,Gustavo Lamas,Apasiona2
911106,Corona,Message
199823,Kilo,Baby Take A DH
546061,Khan,Candygirl
940941,Warzone,Crazy But Not Insane (asylum Version) (Asylum Version)
731263,Nilton Cesar,Cor De Café (Moliendo Cafe)
325578,Phantom Planet,Leave Me Alone
273904,Clinic,Evil Bill (instrumental)
986388,Cliff Eidelman,Boris' Proud Speech
471396,Chief Stephen Osita Osadebe,"Peoples"" Club Part 2"
642162,Jimmy Witherspoon,Sweets' Blues (1998 Digital Remaster)
797305,Pepe Aguilar,Fuiste Tu
944254,Cheb Hasni,Sabret Dak Hadha
99469,Peggy Lee,Lover
766340,Muse,Ruled By Secrecy
691368,Mac Wiseman (With Special Guests Lester Flatt & Chubby Wise),Me & Bobby McGee
151553,Stewart Walker,Shipwrecked
821995,Fabrizio De Andrè,Un Giudice
282791,Twista,Intro (Album Version)
327331,Original Naabtal Duo,Winterzeit (Jingle Bells)
520130,A Sunny Day In Glasgow,So bloody_ so tight
634017,Olodum,Seduz
348915,Scorn,Method feeder mix
981991,W.A.S.P.,Sleeping (In The Fire) - live Key Club 2000
685963,Marduk,Within The Abyss
715029,The Get Up Kids,Fall From Grace
711445,Andy Russell,You Belong to My Heart
262861,Derek Bailey,M 14
644536,Raw Power,Shut Up
515943,Delerium,Fleeting Instant
563768,Suzy Bogguss,Jingle Bells
537093,Thug Life,How Long?
515008,Skindred,Cause Ah Riot
601437,Basshunter,I Miss You
265649,Harrie Jekkers,Die ene ster
658490,Gato Barbieri,Latino America
997542,Gigolo Aunts,Flippin' Out
199445,Rey Ruiz,No Existe Un Lugar
908665,goldenhorse,Riverhead
519976,Van Halen,Dreams (Remastered Version)
503214,Ashley Hutchings_ Ernesto De Pascale,Epilogue (All's Well That Ends Well)
847242,Play,Pense
425110,Municipal Waste,Pre Game
831435,The Departure,Under The Stairs
734576,The Proclaimers,Blood Lying On Snow
371696,Capital Inicial,O Mundo (Ao Vivo)
863403,Kurupt,Represent Dat G.C.
276666,Cauterize,I'll Cry Tomorrow
971,Johan Skugge,Canadanada
333732,Nestor Da Viola,Folias De Reis
435588,Stomper 98,A way of life
354875,Solar System,Careless Butterfly (Original)
720229,Markus,Wake Up
949483,Luis Morais,La poliera amarilla
309654,Studio One,Doare (It Hurts)
848911,Treat,All In
518460,The Turbo A.C.'s,S.R.O.
303657,Poema Arcanus,The Crawling Mirrors (Demo Version '01)
490975,Harry Manx,Can't Be Satisfied
682528,Separate,Mein Freund feat. Olli Banjo
106207,Kosmo Koslowski,2007
151908,Psihomodo Pop,Rano jutro
556771,Books On Tape,Hemophelia
99671,Delmore brothers,Goin' Back To Georgia
557012,Fly My Pretties,Fly My Pretties
57223,Ricocher,Locked Inside Part II - Question within the Answer (Album)
195424,Tears For Fears,Sketches of Pain
744175,Don Francisco,Job's Lament
247723,The Atomic Fireballs,Starve A Fever (LP Version)
334396,Terror Fabulous,See Everything
348536,Endo,One World One Chance
156586,Trick Pony,I'm Not Thinkin' Straight Anymore (Album Version)
793939,Longview,In A Dream (Album Version)
997018,Boots Randolph,Bridge Over Troubled Water
924270,The Chemical Brothers,Out Of Control
581802,Scuba,Braille Diving
407761,Kora! Kora! Kora!,Skankenstein
27058,A Silent Film,Gerontion
496169,Al Jarreau,Aladdin's Lamp (LP Version)
221624,Fred Ventura,Leave Me Alone
619449,Terry Riley,Only A Day
923873,Mischa Daniels,Take Me Higher
617388,November,Jorden gråter
572485,Montt Mardie,How I Won The War
483201,Vic Chesnutt,Warm
327353,The Hellblinki Sextet,Bill
220650,Good Riddance,Letters Home
781090,Syd Barrett,It Is Obvious
319050,Sass Jordan,Where There's A Will
348894,Usher,Nice & Slow
550799,Hayley Westenra,Bridal Ballad
235948,Rookie Of The Year,Blue Roses (Demo version) (Bonus)
912438,The Grip Weeds,It Aint No Big Thing_ Babe
780709,Stan Mosley,If I Were Your Man
783273,Boney James,It's All Good (Album Version)
789618,Los Gaiteros de San Jacinto,Mi Regreso (My Return)
404660,Asaf Avidan & the Mojos,Reckoning Song
395855,Spetsnaz,Degenerate Ones (Werkoluks Remix)
500,"Willie ""Big Eyes"" Smith",Tell Me Mama
310826,Váradi Roma Café,Lehozom én_ hogyha kell
92577,Sadistik Exekution,Fukked And Buried
859392,Nellie McKay,The Dog Song
669973,The Associates,Janice
969080,Westside Connection Featuring Butch Cassidy,Pimp The System
339346,Stick McGhee,My Baby's Comin' Back
340207,Dizzee Rascal & Armand Van Helden,Bonkers
960463,Huey 'Piano' Smith And His Clowns,Dearest Darling
837882,Justin Timberlake duet with Beyonce,Until The End Of Time
707213,Fred Van Hove,Better Grounds
602564,Andre Trichot,Rumba amour
905959,Ringo Starr,Devil Woman
73582,Turner,Head In Sky
387553,James Cotton,Diggin' My Potatoes
353922,Ivo Pogorelich,Piano Sonata_ No. 2 in B-Flat-Minor_ op. 35: III. Marche funebre - Lento
646751,John Travolta,What Would They Say
960283,Noel Harrison,Mountains And Marianne (Previously Unissued)
852029,Susana Seivane,Mina Virxe_ Meu Amor
337728,Boy Hits Car,Everything
490602,Don Grusin & Bill Sharpe,You're In Love
913614,Sequence 11 aka Sterbinszky,Just My Kind
654263,Hank Thompson,You Always Hurt The One You Love
517682,Dane Cook,Hopped Up On The Q (LP Version)
46823,Theory Of A Deadman,Midnight Rider (Album Varsion)
507604,Paul Brady,Oh What A World
23910,Aaron Neville,Let It Be
400818,Smiley Lewis,Playgirl
374500,Hood,Hood Northern
548719,The Damage Manual,Stateless (July 99 Atkins Dub Mix)
198497,Tuatara,Burning The Keys
941034,New Phunk Theory,Always
665746,Calico System,Soon I'll Be There
124831,El Cuarteto De Nos,Pobre Papá
416145,Cassius,Harmony
950824,Muddy Waters,Honey Bee
629448,Bob Marley & The Wailers,Satisfy My Soul Babe
875792,Outlie,Anxieties of the Vain and Unknowing
198234,Dirty Looks,You Can't Take Me
341545,Three Crosses,Get Down
801590,Forever Einstein,Manic Depression
316529,Beam Vs. Cyrus,All Over The World
576201,Opus Akoben,EPO
462115,Harvey Milk,War
883498,Kansas,Loner
798855,Wilkins,Hagamos El Verdadero Amor - Original
49004,Etran Finatawa,Iguefan
522275,Doctor Butcher,Don't Talk To Me
567409,Modern Talking,Send Me A Letter From Heaven
728143,Webb Pierce,Honky Tonk Song - Original
716370,Christian Fennesz,White Landscape
357801,Marcus Miller,Brazilian Rhyme
450872,Bo Kaspers Orkester,Tack för konserten (din jävel)
905859,Emperor,Remember
890788,Lou Donaldson,Everything I Do Gonna Be Funky (From Now On)
969041,Sonora Tropicana,Quien Como Tu
288605,Taio Cruz,Break Your Heart
247762,Pet Shop Boys,Did you see me coming?
925782,Lil' Suzy,Just Can't Get Over You
909909,Benny Martin,Foggy Mountain Breakdown
85428,Supertramp,A Soapbox Opera
104409,Georgie Fame,The Ballad Of Bonnie & Clyde
32331,José Malhoa,No Escurinho É Que É Bom
205301,Brainchoke,The Brainless And The Blind
235595,Calexico,Victor Jara's Hands
985877,The Country Gentlemen,Electricity
392406,Spinners,Living A Little Laughing A Little (LP Version)
850698,Lan Ge,Man Bo Nu Lang (Album Version)
601045,Kuldeep Manak,Jatt Mar Jau
775420,The Blow Monkeys,I Backed A Winner (In You)
124410,Big Star,Don't Lie To Me (Studio Rehearsal)
170569,Cretin,Uni-Tit
941121,Bay City Rollers,Too Young To Rock And Roll
137935,Duster Bennett,My Lucky Day
